table,column,dataset_id,semanticType,predicted_semantic_type
MLB_18,column_9,MLB_18+column_9,CS,CS
MLB_18,column_19,MLB_18+column_19,GIDP,GIDP
MLB_18,column_20,MLB_18+column_20,HBP,CS
MLB_18,column_21,MLB_18+column_21,HR,None
MLB_18,column_22,MLB_18+column_22,H,None
MLB_18,column_34,MLB_18+column_34,R,R
MLB_18,column_37,MLB_18+column_37,SF,SF
MLB_18,column_38,MLB_18+column_38,SH,None
MLB_18,column_42,MLB_18+column_42,SO,SO
MLB_18,column_47,MLB_18+column_47,TB,None
MLB_18,column_49,MLB_18+column_49,X1B,None
MLB_18,column_50,MLB_18+column_50,X2B,X2B
MLB_18,column_51,MLB_18+column_51,X3B,None
MLB_18,column_53,MLB_18+column_53,iBB,None
MLB_19,column_58,MLB_19+column_58,year,year
MLB_19,column_0,MLB_19+column_0,AB,None
MLB_19,column_4,MLB_19+column_4,BB,None
MLB_19,column_18,MLB_19+column_18,GIDP,None
MLB_19,column_20,MLB_19+column_20,HR,None
MLB_19,column_21,MLB_19+column_21,H,None
MLB_19,column_32,MLB_19+column_32,SF,None
MLB_19,column_33,MLB_19+column_33,SH,None
MLB_19,column_37,MLB_19+column_37,SO,SO
MLB_19,column_42,MLB_19+column_42,TB,None
MLB_19,column_45,MLB_19+column_45,X2B,None
MLB_19,column_46,MLB_19+column_46,X3B,None
MLB_19,column_48,MLB_19+column_48,iBB,iBB
MLB_2,column_22,MLB_2+column_22,year,None
MLB_20,column_4,MLB_20+column_4,BB,None
MLB_20,column_18,MLB_20+column_18,GIDP,None
MLB_20,column_19,MLB_20+column_19,HBP,None
MLB_20,column_20,MLB_20+column_20,HR,None
MLB_20,column_21,MLB_20+column_21,H,None
MLB_20,column_32,MLB_20+column_32,SF,None
MLB_20,column_33,MLB_20+column_33,SH,None
MLB_20,column_42,MLB_20+column_42,TB,None
MLB_20,column_45,MLB_20+column_45,X2B,None
MLB_20,column_46,MLB_20+column_46,X3B,None
MLB_20,column_48,MLB_20+column_48,iBB,iBB
MLB_21,column_58,MLB_21+column_58,year,year
MLB_21,column_0,MLB_21+column_0,AB,None
MLB_21,column_4,MLB_21+column_4,BB,None
MLB_21,column_18,MLB_21+column_18,GIDP,None
MLB_21,column_20,MLB_21+column_20,HR,None
MLB_21,column_21,MLB_21+column_21,H,None
MLB_21,column_32,MLB_21+column_32,SF,None
MLB_21,column_33,MLB_21+column_33,SH,None
MLB_21,column_37,MLB_21+column_37,SO,SO
MLB_21,column_42,MLB_21+column_42,TB,None
MLB_21,column_44,MLB_21+column_44,X1B,None
MLB_21,column_45,MLB_21+column_45,X2B,None
MLB_21,column_46,MLB_21+column_46,X3B,None
MLB_22,column_0,MLB_22+column_0,AB,None
MLB_22,column_4,MLB_22+column_4,BB,None
MLB_22,column_18,MLB_22+column_18,GIDP,None
MLB_22,column_19,MLB_22+column_19,HBP,HBP
MLB_22,column_32,MLB_22+column_32,SF,None
MLB_22,column_33,MLB_22+column_33,SH,SH
MLB_22,column_37,MLB_22+column_37,SO,SO
MLB_22,column_42,MLB_22+column_42,TB,None
MLB_22,column_44,MLB_22+column_44,X1B,None
MLB_22,column_46,MLB_22+column_46,X3B,None
MLB_22,column_48,MLB_22+column_48,iBB,None
MLB_23,column_58,MLB_23+column_58,year,year
MLB_23,column_4,MLB_23+column_4,BB,None
MLB_23,column_18,MLB_23+column_18,GIDP,None
MLB_23,column_19,MLB_23+column_19,HBP,HBP
MLB_23,column_20,MLB_23+column_20,HR,None
MLB_23,column_32,MLB_23+column_32,SF,None
MLB_23,column_37,MLB_23+column_37,SO,SO
MLB_23,column_42,MLB_23+column_42,TB,None
MLB_23,column_44,MLB_23+column_44,X1B,None
MLB_23,column_45,MLB_23+column_45,X2B,None
MLB_23,column_46,MLB_23+column_46,X3B,None
MLB_23,column_48,MLB_23+column_48,iBB,None
MLB_24,column_58,MLB_24+column_58,year,year
MLB_24,column_18,MLB_24+column_18,GIDP,None
MLB_24,column_20,MLB_24+column_20,HR,None
MLB_24,column_21,MLB_24+column_21,H,None
MLB_24,column_32,MLB_24+column_32,SF,None
MLB_24,column_42,MLB_24+column_42,TB,None
MLB_24,column_45,MLB_24+column_45,X2B,None
MLB_24,column_46,MLB_24+column_46,X3B,None
MLB_24,column_48,MLB_24+column_48,iBB,None
MLB_25,column_58,MLB_25+column_58,year,year
MLB_25,column_0,MLB_25+column_0,AB,None
MLB_25,column_4,MLB_25+column_4,BB,None
MLB_25,column_18,MLB_25+column_18,GIDP,None
MLB_25,column_19,MLB_25+column_19,HBP,None
MLB_25,column_20,MLB_25+column_20,HR,HR
MLB_25,column_32,MLB_25+column_32,SF,None
MLB_25,column_37,MLB_25+column_37,SO,None
MLB_25,column_42,MLB_25+column_42,TB,None
MLB_25,column_44,MLB_25+column_44,X1B,None
MLB_25,column_45,MLB_25+column_45,X2B,None
MLB_25,column_48,MLB_25+column_48,iBB,None
MLB_26,column_58,MLB_26+column_58,year,year
MLB_26,column_0,MLB_26+column_0,AB,None
MLB_26,column_18,MLB_26+column_18,GIDP,None
MLB_26,column_19,MLB_26+column_19,HBP,None
MLB_26,column_32,MLB_26+column_32,SF,None
MLB_26,column_33,MLB_26+column_33,SH,SH
MLB_26,column_37,MLB_26+column_37,SO,None
MLB_26,column_45,MLB_26+column_45,X2B,None
MLB_26,column_46,MLB_26+column_46,X3B,X3B
MLB_26,column_48,MLB_26+column_48,iBB,None
MLB_27,column_58,MLB_27+column_58,year,year
MLB_27,column_4,MLB_27+column_4,BB,None
MLB_27,column_20,MLB_27+column_20,HR,HR
MLB_27,column_21,MLB_27+column_21,H,H
MLB_27,column_32,MLB_27+column_32,SF,None
MLB_27,column_37,MLB_27+column_37,SO,None
MLB_27,column_42,MLB_27+column_42,TB,None
MLB_27,column_44,MLB_27+column_44,X1B,None
MLB_27,column_45,MLB_27+column_45,X2B,None
MLB_27,column_46,MLB_27+column_46,X3B,X3B
MLB_27,column_48,MLB_27+column_48,iBB,None
MLB_28,column_0,MLB_28+column_0,AB,None
MLB_28,column_4,MLB_28+column_4,BB,None
MLB_28,column_19,MLB_28+column_19,HBP,None
MLB_28,column_20,MLB_28+column_20,HR,HR
MLB_28,column_21,MLB_28+column_21,H,H
MLB_28,column_33,MLB_28+column_33,SH,SH
MLB_28,column_37,MLB_28+column_37,SO,None
MLB_28,column_42,MLB_28+column_42,TB,None
MLB_28,column_44,MLB_28+column_44,X1B,None
MLB_28,column_45,MLB_28+column_45,X2B,None
MLB_28,column_46,MLB_28+column_46,X3B,X3B
MLB_28,column_48,MLB_28+column_48,iBB,None
MLB_29,column_0,MLB_29+column_0,AB,None
MLB_29,column_18,MLB_29+column_18,GIDP,None
MLB_29,column_19,MLB_29+column_19,HBP,None
MLB_29,column_20,MLB_29+column_20,HR,HR
MLB_29,column_21,MLB_29+column_21,H,H
MLB_29,column_32,MLB_29+column_32,SF,None
MLB_29,column_37,MLB_29+column_37,SO,None
MLB_29,column_42,MLB_29+column_42,TB,None
MLB_29,column_44,MLB_29+column_44,X1B,None
MLB_29,column_45,MLB_29+column_45,X2B,None
MLB_29,column_48,MLB_29+column_48,iBB,None
MLB_3,column_22,MLB_3+column_22,year,None
MLB_30,column_4,MLB_30+column_4,BB,None
MLB_30,column_18,MLB_30+column_18,GIDP,None
MLB_30,column_32,MLB_30+column_32,SF,None
MLB_30,column_33,MLB_30+column_33,SH,SH
MLB_30,column_37,MLB_30+column_37,SO,None
MLB_30,column_42,MLB_30+column_42,TB,None
MLB_31,column_57,MLB_31+column_57,year,year
MLB_31,column_0,MLB_31+column_0,AB,None
MLB_31,column_4,MLB_31+column_4,BB,BB
MLB_31,column_17,MLB_31+column_17,GIDP,None
MLB_31,column_18,MLB_31+column_18,HBP,HBP
MLB_31,column_19,MLB_31+column_19,HR,None
MLB_31,column_20,MLB_31+column_20,H,None
MLB_31,column_32,MLB_31+column_32,SF,SF
MLB_31,column_33,MLB_31+column_33,SH,None
MLB_31,column_37,MLB_31+column_37,SO,None
MLB_31,column_44,MLB_31+column_44,X1B,None
MLB_31,column_45,MLB_31+column_45,X2B,None
MLB_31,column_48,MLB_31+column_48,iBB,None
MLB_32,column_57,MLB_32+column_57,year,year
MLB_32,column_0,MLB_32+column_0,AB,None
MLB_32,column_4,MLB_32+column_4,BB,BB
MLB_32,column_17,MLB_32+column_17,GIDP,None
MLB_32,column_19,MLB_32+column_19,HR,None
MLB_32,column_20,MLB_32+column_20,H,None
MLB_32,column_33,MLB_32+column_33,SH,None
MLB_32,column_37,MLB_32+column_37,SO,None
MLB_32,column_45,MLB_32+column_45,X2B,None
MLB_32,column_46,MLB_32+column_46,X3B,None
MLB_32,column_48,MLB_32+column_48,iBB,None
MLB_33,column_57,MLB_33+column_57,year,year
MLB_33,column_0,MLB_33+column_0,AB,None
MLB_33,column_17,MLB_33+column_17,GIDP,None
MLB_33,column_20,MLB_33+column_20,H,None
MLB_33,column_33,MLB_33+column_33,SH,None
MLB_33,column_37,MLB_33+column_37,SO,None
MLB_33,column_42,MLB_33+column_42,TB,TB
MLB_33,column_45,MLB_33+column_45,X2B,None
MLB_33,column_46,MLB_33+column_46,X3B,None
MLB_33,column_48,MLB_33+column_48,iBB,None
MLB_34,column_57,MLB_34+column_57,year,year
MLB_34,column_0,MLB_34+column_0,AB,None
MLB_34,column_17,MLB_34+column_17,GIDP,None
MLB_34,column_18,MLB_34+column_18,HBP,HBP
MLB_34,column_19,MLB_34+column_19,HR,None
MLB_34,column_20,MLB_34+column_20,H,None
MLB_34,column_32,MLB_34+column_32,SF,SF
MLB_34,column_37,MLB_34+column_37,SO,None
MLB_34,column_42,MLB_34+column_42,TB,TB
MLB_34,column_44,MLB_34+column_44,X1B,None
MLB_34,column_45,MLB_34+column_45,X2B,None
MLB_34,column_46,MLB_34+column_46,X3B,None
MLB_34,column_48,MLB_34+column_48,iBB,None
MLB_35,column_57,MLB_35+column_57,year,year
MLB_35,column_0,MLB_35+column_0,AB,None
MLB_35,column_4,MLB_35+column_4,BB,BB
MLB_35,column_18,MLB_35+column_18,HBP,HBP
MLB_35,column_19,MLB_35+column_19,HR,None
MLB_35,column_20,MLB_35+column_20,H,None
MLB_35,column_33,MLB_35+column_33,SH,None
MLB_35,column_44,MLB_35+column_44,X1B,None
MLB_35,column_45,MLB_35+column_45,X2B,None
MLB_35,column_46,MLB_35+column_46,X3B,None
MLB_35,column_48,MLB_35+column_48,iBB,None
MLB_36,column_57,MLB_36+column_57,year,year
MLB_36,column_4,MLB_36+column_4,BB,BB
MLB_36,column_19,MLB_36+column_19,HR,None
MLB_36,column_20,MLB_36+column_20,H,None
MLB_36,column_32,MLB_36+column_32,SF,SF
MLB_36,column_33,MLB_36+column_33,SH,None
MLB_36,column_37,MLB_36+column_37,SO,None
MLB_36,column_42,MLB_36+column_42,TB,TB
MLB_36,column_44,MLB_36+column_44,X1B,None
MLB_36,column_45,MLB_36+column_45,X2B,None
MLB_36,column_46,MLB_36+column_46,X3B,None
MLB_36,column_48,MLB_36+column_48,iBB,None
MLB_37,column_0,MLB_37+column_0,AB,None
MLB_37,column_18,MLB_37+column_18,HBP,HBP
MLB_37,column_19,MLB_37+column_19,HR,None
MLB_37,column_32,MLB_37+column_32,SF,SF
MLB_37,column_33,MLB_37+column_33,SH,None
MLB_37,column_37,MLB_37+column_37,SO,None
MLB_37,column_44,MLB_37+column_44,X1B,None
MLB_37,column_45,MLB_37+column_45,X2B,None
MLB_37,column_46,MLB_37+column_46,X3B,None
MLB_37,column_48,MLB_37+column_48,iBB,None
MLB_38,column_4,MLB_38+column_4,BB,None
MLB_38,column_11,MLB_38+column_11,GIDP,GIDP
MLB_38,column_12,MLB_38+column_12,HBP,None
MLB_38,column_25,MLB_38+column_25,SH,None
MLB_38,column_29,MLB_38+column_29,SO,None
MLB_38,column_30,MLB_38+column_30,TB,None
MLB_38,column_33,MLB_38+column_33,X2B,None
MLB_38,column_34,MLB_38+column_34,X3B,None
MLB_39,column_46,MLB_39+column_46,year,None
MLB_39,column_4,MLB_39+column_4,BB,None
MLB_39,column_12,MLB_39+column_12,HBP,None
MLB_39,column_13,MLB_39+column_13,HR,None
MLB_39,column_14,MLB_39+column_14,H,None
MLB_39,column_24,MLB_39+column_24,SF,None
MLB_39,column_25,MLB_39+column_25,SH,None
MLB_39,column_29,MLB_39+column_29,SO,None
MLB_39,column_30,MLB_39+column_30,TB,None
MLB_39,column_32,MLB_39+column_32,X1B,None
MLB_39,column_33,MLB_39+column_33,X2B,None
MLB_39,column_34,MLB_39+column_34,X3B,None
MLB_39,column_36,MLB_39+column_36,iBB,None
MLB_4,column_22,MLB_4+column_22,year,None
MLB_40,column_46,MLB_40+column_46,year,None
MLB_40,column_0,MLB_40+column_0,AB,None
MLB_40,column_11,MLB_40+column_11,GIDP,GIDP
MLB_40,column_13,MLB_40+column_13,HR,None
MLB_40,column_14,MLB_40+column_14,H,None
MLB_40,column_24,MLB_40+column_24,SF,None
MLB_40,column_25,MLB_40+column_25,SH,None
MLB_40,column_29,MLB_40+column_29,SO,None
MLB_40,column_30,MLB_40+column_30,TB,None
MLB_40,column_32,MLB_40+column_32,X1B,None
MLB_40,column_33,MLB_40+column_33,X2B,None
MLB_40,column_34,MLB_40+column_34,X3B,None
MLB_41,column_18,MLB_41+column_18,HBP,None
MLB_41,column_19,MLB_41+column_19,HR,None
MLB_41,column_31,MLB_41+column_31,SF,None
MLB_41,column_32,MLB_41+column_32,SH,None
MLB_41,column_36,MLB_41+column_36,SO,HR
MLB_41,column_41,MLB_41+column_41,X1B,None
MLB_41,column_42,MLB_41+column_42,X2B,None
MLB_41,column_43,MLB_41+column_43,X3B,X3B
MLB_41,column_46,MLB_41+column_46,iBB,None
MLB_42,column_55,MLB_42+column_55,year,year
MLB_42,column_0,MLB_42+column_0,AB,None
MLB_42,column_18,MLB_42+column_18,HBP,None
MLB_42,column_19,MLB_42+column_19,HR,None
MLB_42,column_20,MLB_42+column_20,H,H
MLB_42,column_31,MLB_42+column_31,SF,None
MLB_42,column_32,MLB_42+column_32,SH,None
MLB_42,column_36,MLB_42+column_36,SO,HR
MLB_42,column_39,MLB_42+column_39,TB,TB
MLB_42,column_41,MLB_42+column_41,X1B,None
MLB_42,column_42,MLB_42+column_42,X2B,None
MLB_42,column_43,MLB_42+column_43,X3B,X3B
MLB_42,column_46,MLB_42+column_46,iBB,None
MLB_43,column_55,MLB_43+column_55,year,year
MLB_43,column_0,MLB_43+column_0,AB,None
MLB_43,column_4,MLB_43+column_4,BB,None
MLB_43,column_19,MLB_43+column_19,HR,None
MLB_43,column_20,MLB_43+column_20,H,H
MLB_43,column_31,MLB_43+column_31,SF,None
MLB_43,column_32,MLB_43+column_32,SH,None
MLB_43,column_36,MLB_43+column_36,SO,HR
MLB_43,column_39,MLB_43+column_39,TB,TB
MLB_43,column_41,MLB_43+column_41,X1B,None
MLB_43,column_42,MLB_43+column_42,X2B,None
MLB_43,column_43,MLB_43+column_43,X3B,X3B
MLB_44,column_55,MLB_44+column_55,year,year
MLB_44,column_0,MLB_44+column_0,AB,None
MLB_44,column_18,MLB_44+column_18,HBP,None
MLB_44,column_19,MLB_44+column_19,HR,None
MLB_44,column_20,MLB_44+column_20,H,H
MLB_44,column_31,MLB_44+column_31,SF,None
MLB_44,column_39,MLB_44+column_39,TB,TB
MLB_44,column_41,MLB_44+column_41,X1B,None
MLB_44,column_42,MLB_44+column_42,X2B,None
MLB_44,column_46,MLB_44+column_46,iBB,None
MLB_45,column_63,MLB_45+column_63,year,None
MLB_45,column_0,MLB_45+column_0,AB,None
MLB_45,column_4,MLB_45+column_4,BB,None
MLB_45,column_9,MLB_45+column_9,CS,None
MLB_45,column_19,MLB_45+column_19,GIDP,GIDP
MLB_45,column_20,MLB_45+column_20,HBP,None
MLB_45,column_21,MLB_45+column_21,HR,None
MLB_45,column_22,MLB_45+column_22,H,None
MLB_45,column_34,MLB_45+column_34,R,R
MLB_45,column_42,MLB_45+column_42,SO,None
MLB_45,column_47,MLB_45+column_47,TB,None
MLB_45,column_49,MLB_45+column_49,X1B,X1B
MLB_45,column_51,MLB_45+column_51,X3B,X3B
MLB_45,column_54,MLB_45+column_54,iBB,None
MLB_46,column_63,MLB_46+column_63,year,None
MLB_46,column_9,MLB_46+column_9,CS,None
MLB_46,column_19,MLB_46+column_19,GIDP,GIDP
MLB_46,column_20,MLB_46+column_20,HBP,None
MLB_46,column_21,MLB_46+column_21,HR,None
MLB_46,column_22,MLB_46+column_22,H,None
MLB_46,column_34,MLB_46+column_34,R,R
MLB_46,column_37,MLB_46+column_37,SF,None
MLB_46,column_38,MLB_46+column_38,SH,None
MLB_46,column_42,MLB_46+column_42,SO,None
MLB_46,column_47,MLB_46+column_47,TB,None
MLB_46,column_50,MLB_46+column_50,X2B,None
MLB_46,column_54,MLB_46+column_54,iBB,None
MLB_47,column_63,MLB_47+column_63,year,None
MLB_47,column_0,MLB_47+column_0,AB,None
MLB_47,column_4,MLB_47+column_4,BB,None
MLB_47,column_9,MLB_47+column_9,CS,None
MLB_47,column_20,MLB_47+column_20,HBP,None
MLB_47,column_21,MLB_47+column_21,HR,None
MLB_47,column_22,MLB_47+column_22,H,None
MLB_47,column_36,MLB_47+column_36,SB,None
MLB_47,column_37,MLB_47+column_37,SF,None
MLB_47,column_47,MLB_47+column_47,TB,None
MLB_47,column_50,MLB_47+column_50,X2B,None
MLB_47,column_51,MLB_47+column_51,X3B,X3B
MLB_47,column_54,MLB_47+column_54,iBB,None
MLB_48,column_63,MLB_48+column_63,year,None
MLB_48,column_0,MLB_48+column_0,AB,None
MLB_48,column_9,MLB_48+column_9,CS,None
MLB_48,column_20,MLB_48+column_20,HBP,None
MLB_48,column_21,MLB_48+column_21,HR,None
MLB_48,column_22,MLB_48+column_22,H,None
MLB_48,column_34,MLB_48+column_34,R,R
MLB_48,column_36,MLB_48+column_36,SB,None
MLB_48,column_37,MLB_48+column_37,SF,None
MLB_48,column_38,MLB_48+column_38,SH,None
MLB_48,column_47,MLB_48+column_47,TB,None
MLB_48,column_50,MLB_48+column_50,X2B,None
MLB_48,column_54,MLB_48+column_54,iBB,None
MLB_49,column_59,MLB_49+column_59,year,year
MLB_49,column_0,MLB_49+column_0,AB,None
MLB_49,column_4,MLB_49+column_4,BB,None
MLB_49,column_18,MLB_49+column_18,GIDP,None
MLB_49,column_19,MLB_49+column_19,HBP,None
MLB_49,column_20,MLB_49+column_20,HR,None
MLB_49,column_21,MLB_49+column_21,H,None
MLB_49,column_32,MLB_49+column_32,SF,None
MLB_49,column_33,MLB_49+column_33,SH,None
MLB_49,column_37,MLB_49+column_37,SO,None
MLB_49,column_42,MLB_49+column_42,TB,None
MLB_49,column_44,MLB_49+column_44,X1B,None
MLB_49,column_45,MLB_49+column_45,X2B,X2B
MLB_49,column_46,MLB_49+column_46,X3B,None
MLB_49,column_48,MLB_49+column_48,iBB,X3B
MLB_5,column_27,MLB_5+column_27,year,None
MLB_50,column_59,MLB_50+column_59,year,year
MLB_50,column_0,MLB_50+column_0,AB,None
MLB_50,column_4,MLB_50+column_4,BB,None
MLB_50,column_18,MLB_50+column_18,GIDP,None
MLB_50,column_19,MLB_50+column_19,HBP,None
MLB_50,column_20,MLB_50+column_20,HR,None
MLB_50,column_21,MLB_50+column_21,H,None
MLB_50,column_32,MLB_50+column_32,SF,None
MLB_50,column_33,MLB_50+column_33,SH,None
MLB_50,column_37,MLB_50+column_37,SO,None
MLB_50,column_42,MLB_50+column_42,TB,None
MLB_50,column_44,MLB_50+column_44,X1B,None
MLB_50,column_45,MLB_50+column_45,X2B,X2B
MLB_50,column_46,MLB_50+column_46,X3B,None
MLB_51,column_59,MLB_51+column_59,year,year
MLB_51,column_4,MLB_51+column_4,BB,None
MLB_51,column_18,MLB_51+column_18,GIDP,None
MLB_51,column_19,MLB_51+column_19,HBP,None
MLB_51,column_20,MLB_51+column_20,HR,None
MLB_51,column_21,MLB_51+column_21,H,None
MLB_51,column_32,MLB_51+column_32,SF,None
MLB_51,column_33,MLB_51+column_33,SH,None
MLB_51,column_37,MLB_51+column_37,SO,None
MLB_51,column_42,MLB_51+column_42,TB,None
MLB_51,column_44,MLB_51+column_44,X1B,None
MLB_51,column_46,MLB_51+column_46,X3B,None
MLB_52,column_15,MLB_52+column_15,year,year
MLB_53,column_63,MLB_53+column_63,year,None
MLB_53,column_9,MLB_53+column_9,CS,CS
MLB_53,column_20,MLB_53+column_20,HBP,None
MLB_53,column_34,MLB_53+column_34,R,None
MLB_53,column_37,MLB_53+column_37,SF,None
MLB_53,column_38,MLB_53+column_38,SH,None
MLB_53,column_42,MLB_53+column_42,SO,None
MLB_53,column_49,MLB_53+column_49,X1B,None
MLB_53,column_50,MLB_53+column_50,X2B,None
MLB_53,column_53,MLB_53+column_53,iBB,None
MLB_54,column_0,MLB_54+column_0,AB,AB
MLB_54,column_9,MLB_54+column_9,CS,CS
MLB_54,column_19,MLB_54+column_19,GIDP,None
MLB_54,column_20,MLB_54+column_20,HBP,None
MLB_54,column_21,MLB_54+column_21,HR,None
MLB_54,column_34,MLB_54+column_34,R,None
MLB_54,column_36,MLB_54+column_36,SB,SB
MLB_54,column_37,MLB_54+column_37,SF,None
MLB_54,column_38,MLB_54+column_38,SH,None
MLB_54,column_42,MLB_54+column_42,SO,None
MLB_54,column_47,MLB_54+column_47,TB,None
MLB_54,column_50,MLB_54+column_50,X2B,None
MLB_54,column_51,MLB_54+column_51,X3B,None
MLB_55,column_0,MLB_55+column_0,AB,AB
MLB_55,column_4,MLB_55+column_4,BB,BB
MLB_55,column_19,MLB_55+column_19,GIDP,None
MLB_55,column_21,MLB_55+column_21,HR,None
MLB_55,column_22,MLB_55+column_22,H,H
MLB_55,column_37,MLB_55+column_37,SF,None
