table,column,dataset_id,semanticType,predicted_semantic_type
soccer-germany-Players-1998-1999,column_10,soccer-germany-Players-1998-1999+column_10,goals,nonPenaltyXGoalsPer90Min
soccer-germany-Players-1998-1999,column_11,soccer-germany-Players-1998-1999+column_11,penaltiesScored,penaltiesScored
soccer-germany-Players-1998-1999,column_12,soccer-germany-Players-1998-1999+column_12,penaltiesAttempted,None
soccer-germany-Players-1998-1999,column_13,soccer-germany-Players-1998-1999+column_13,yellowCards,yellowCards
soccer-germany-Players-1998-1999,column_17,soccer-germany-Players-1998-1999+column_17,goalsPlusAssistsPer90Min,None
soccer-germany-Players-1998-1999,column_19,soccer-germany-Players-1998-1999+column_19,goalsPlusAssistsPer90Min,None
soccer-big5Leagues-Players-2015-2016,column_3,soccer-big5Leagues-Players-2015-2016+column_3,age,age
soccer-big5Leagues-Players-2015-2016,column_4,soccer-big5Leagues-Players-2015-2016+column_4,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2015-2016,column_6,soccer-big5Leagues-Players-2015-2016+column_6,minutesPlayed,minutesPlayed
soccer-big5Leagues-Players-2015-2016,column_8,soccer-big5Leagues-Players-2015-2016+column_8,goals,goals
soccer-big5Leagues-Players-2015-2016,column_9,soccer-big5Leagues-Players-2015-2016+column_9,assists,assists
soccer-big5Leagues-Players-2015-2016,column_10,soccer-big5Leagues-Players-2015-2016+column_10,goals,goals
soccer-big5Leagues-Players-2015-2016,column_11,soccer-big5Leagues-Players-2015-2016+column_11,penaltiesScored,penaltiesScored
soccer-big5Leagues-Players-2015-2016,column_14,soccer-big5Leagues-Players-2015-2016+column_14,redCards,redCards
soccer-big5Leagues-Players-2015-2016,column_17,soccer-big5Leagues-Players-2015-2016+column_17,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2015-2016,column_19,soccer-big5Leagues-Players-2015-2016+column_19,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2016-2017,column_4,soccer-big5Leagues-Players-2016-2017+column_4,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2016-2017,column_5,soccer-big5Leagues-Players-2016-2017+column_5,gamesPlayed,None
soccer-big5Leagues-Players-2016-2017,column_7,soccer-big5Leagues-Players-2016-2017+column_7,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2016-2017,column_8,soccer-big5Leagues-Players-2016-2017+column_8,goals,goals
soccer-big5Leagues-Players-2016-2017,column_10,soccer-big5Leagues-Players-2016-2017+column_10,goals,goals
soccer-big5Leagues-Players-2016-2017,column_11,soccer-big5Leagues-Players-2016-2017+column_11,penaltiesScored,penaltiesScored
soccer-big5Leagues-Players-2016-2017,column_12,soccer-big5Leagues-Players-2016-2017+column_12,penaltiesAttempted,penaltiesScored
soccer-big5Leagues-Players-2016-2017,column_17,soccer-big5Leagues-Players-2016-2017+column_17,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-germany-Players-1999-2000,column_3,soccer-germany-Players-1999-2000+column_3,age,None
soccer-germany-Players-1999-2000,column_4,soccer-germany-Players-1999-2000+column_4,gamesPlayed,None
soccer-germany-Players-1999-2000,column_7,soccer-germany-Players-1999-2000+column_7,gamesPlayed,None
soccer-germany-Players-1999-2000,column_8,soccer-germany-Players-1999-2000+column_8,goals,goals
soccer-germany-Players-1999-2000,column_10,soccer-germany-Players-1999-2000+column_10,goals,goals
soccer-germany-Players-1999-2000,column_11,soccer-germany-Players-1999-2000+column_11,penaltiesScored,penaltiesScored
soccer-germany-Players-1999-2000,column_12,soccer-germany-Players-1999-2000+column_12,penaltiesAttempted,penaltiesAttempted
soccer-germany-Players-1999-2000,column_14,soccer-germany-Players-1999-2000+column_14,redCards,redCards
soccer-germany-Players-1999-2000,column_17,soccer-germany-Players-1999-2000+column_17,goalsPlusAssistsPer90Min,xGoalsPlusAssistsPer90Min
soccer-germany-Players-1999-2000,column_19,soccer-germany-Players-1999-2000+column_19,goalsPlusAssistsPer90Min,xGoalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2017-2018,column_3,soccer-big5Leagues-Players-2017-2018+column_3,age,age
soccer-big5Leagues-Players-2017-2018,column_4,soccer-big5Leagues-Players-2017-2018+column_4,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2017-2018,column_5,soccer-big5Leagues-Players-2017-2018+column_5,gamesPlayed,None
soccer-big5Leagues-Players-2017-2018,column_6,soccer-big5Leagues-Players-2017-2018+column_6,minutesPlayed,minutesPlayed
soccer-big5Leagues-Players-2017-2018,column_8,soccer-big5Leagues-Players-2017-2018+column_8,goals,goals
soccer-big5Leagues-Players-2017-2018,column_9,soccer-big5Leagues-Players-2017-2018+column_9,assists,assists
soccer-big5Leagues-Players-2017-2018,column_10,soccer-big5Leagues-Players-2017-2018+column_10,goals,goals
soccer-big5Leagues-Players-2017-2018,column_11,soccer-big5Leagues-Players-2017-2018+column_11,penaltiesScored,penaltiesScored
soccer-big5Leagues-Players-2017-2018,column_13,soccer-big5Leagues-Players-2017-2018+column_13,yellowCards,yellowCards
soccer-big5Leagues-Players-2017-2018,column_17,soccer-big5Leagues-Players-2017-2018+column_17,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2017-2018,column_22,soccer-big5Leagues-Players-2017-2018+column_22,xAssistsPer90Min,xAssistsPer90Min
soccer-big5Leagues-Players-2018-2019,column_3,soccer-big5Leagues-Players-2018-2019+column_3,age,age
soccer-big5Leagues-Players-2018-2019,column_4,soccer-big5Leagues-Players-2018-2019+column_4,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2018-2019,column_5,soccer-big5Leagues-Players-2018-2019+column_5,gamesPlayed,None
soccer-big5Leagues-Players-2018-2019,column_6,soccer-big5Leagues-Players-2018-2019+column_6,minutesPlayed,minutesPlayed
soccer-big5Leagues-Players-2018-2019,column_7,soccer-big5Leagues-Players-2018-2019+column_7,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2018-2019,column_8,soccer-big5Leagues-Players-2018-2019+column_8,goals,goals
soccer-big5Leagues-Players-2018-2019,column_9,soccer-big5Leagues-Players-2018-2019+column_9,assists,assists
soccer-big5Leagues-Players-2018-2019,column_10,soccer-big5Leagues-Players-2018-2019+column_10,goals,goals
soccer-big5Leagues-Players-2018-2019,column_11,soccer-big5Leagues-Players-2018-2019+column_11,penaltiesScored,penaltiesScored
soccer-big5Leagues-Players-2018-2019,column_12,soccer-big5Leagues-Players-2018-2019+column_12,penaltiesAttempted,penaltiesAttempted
soccer-big5Leagues-Players-2018-2019,column_13,soccer-big5Leagues-Players-2018-2019+column_13,yellowCards,yellowCards
soccer-big5Leagues-Players-2018-2019,column_14,soccer-big5Leagues-Players-2018-2019+column_14,redCards,redCards
soccer-big5Leagues-Players-2018-2019,column_17,soccer-big5Leagues-Players-2018-2019+column_17,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2018-2019,column_19,soccer-big5Leagues-Players-2018-2019+column_19,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2018-2019,column_20,soccer-big5Leagues-Players-2018-2019+column_20,xGoalsPer90Min,xGoalsPer90Min
soccer-big5Leagues-Players-2018-2019,column_23,soccer-big5Leagues-Players-2018-2019+column_23,nonPenaltyXGoalsPlusAssists,nonPenaltyXGoalsPlusAssists
soccer-big5Leagues-Players-2018-2019,column_26,soccer-big5Leagues-Players-2018-2019+column_26,xGoalsPlusAssistsPer90Min,xGoalsPlusAssistsPer90Min
soccer-germany-Players-2000-2001,column_3,soccer-germany-Players-2000-2001+column_3,age,None
soccer-germany-Players-2000-2001,column_5,soccer-germany-Players-2000-2001+column_5,gamesPlayed,None
soccer-germany-Players-2000-2001,column_7,soccer-germany-Players-2000-2001+column_7,gamesPlayed,None
soccer-germany-Players-2000-2001,column_8,soccer-germany-Players-2000-2001+column_8,goals,goals
soccer-germany-Players-2000-2001,column_10,soccer-germany-Players-2000-2001+column_10,goals,goals
soccer-germany-Players-2000-2001,column_11,soccer-germany-Players-2000-2001+column_11,penaltiesScored,penaltiesAttempted
soccer-germany-Players-2000-2001,column_12,soccer-germany-Players-2000-2001+column_12,penaltiesAttempted,penaltiesScored
soccer-germany-Players-2000-2001,column_13,soccer-germany-Players-2000-2001+column_13,yellowCards,yellowCards
soccer-germany-Players-2000-2001,column_17,soccer-germany-Players-2000-2001+column_17,goalsPlusAssistsPer90Min,None
soccer-germany-Players-2000-2001,column_19,soccer-germany-Players-2000-2001+column_19,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2019-2020,column_3,soccer-big5Leagues-Players-2019-2020+column_3,age,age
soccer-big5Leagues-Players-2019-2020,column_4,soccer-big5Leagues-Players-2019-2020+column_4,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2019-2020,column_5,soccer-big5Leagues-Players-2019-2020+column_5,gamesPlayed,None
soccer-big5Leagues-Players-2019-2020,column_7,soccer-big5Leagues-Players-2019-2020+column_7,gamesPlayed,None
soccer-big5Leagues-Players-2019-2020,column_8,soccer-big5Leagues-Players-2019-2020+column_8,goals,goals
soccer-big5Leagues-Players-2019-2020,column_9,soccer-big5Leagues-Players-2019-2020+column_9,assists,assists
soccer-big5Leagues-Players-2019-2020,column_11,soccer-big5Leagues-Players-2019-2020+column_11,penaltiesScored,penaltiesScored
soccer-big5Leagues-Players-2019-2020,column_12,soccer-big5Leagues-Players-2019-2020+column_12,penaltiesAttempted,penaltiesAttempted
soccer-big5Leagues-Players-2019-2020,column_13,soccer-big5Leagues-Players-2019-2020+column_13,yellowCards,yellowCards
soccer-big5Leagues-Players-2019-2020,column_19,soccer-big5Leagues-Players-2019-2020+column_19,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2019-2020,column_20,soccer-big5Leagues-Players-2019-2020+column_20,xGoalsPer90Min,nonPenaltyXGoalsPer90Min
soccer-big5Leagues-Players-2020-2021,column_3,soccer-big5Leagues-Players-2020-2021+column_3,age,age
soccer-big5Leagues-Players-2020-2021,column_4,soccer-big5Leagues-Players-2020-2021+column_4,gamesPlayed,None
soccer-big5Leagues-Players-2020-2021,column_5,soccer-big5Leagues-Players-2020-2021+column_5,gamesPlayed,None
soccer-big5Leagues-Players-2020-2021,column_6,soccer-big5Leagues-Players-2020-2021+column_6,minutesPlayed,minutesPlayed
soccer-big5Leagues-Players-2020-2021,column_7,soccer-big5Leagues-Players-2020-2021+column_7,gamesPlayed,None
soccer-big5Leagues-Players-2020-2021,column_8,soccer-big5Leagues-Players-2020-2021+column_8,goals,goals
soccer-big5Leagues-Players-2020-2021,column_9,soccer-big5Leagues-Players-2020-2021+column_9,assists,assists
soccer-big5Leagues-Players-2020-2021,column_10,soccer-big5Leagues-Players-2020-2021+column_10,goals,goals
soccer-big5Leagues-Players-2020-2021,column_11,soccer-big5Leagues-Players-2020-2021+column_11,penaltiesScored,penaltiesScored
soccer-big5Leagues-Players-2020-2021,column_12,soccer-big5Leagues-Players-2020-2021+column_12,penaltiesAttempted,penaltiesAttempted
soccer-big5Leagues-Players-2020-2021,column_14,soccer-big5Leagues-Players-2020-2021+column_14,redCards,redCards
soccer-big5Leagues-Players-2020-2021,column_17,soccer-big5Leagues-Players-2020-2021+column_17,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2020-2021,column_19,soccer-big5Leagues-Players-2020-2021+column_19,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2020-2021,column_20,soccer-big5Leagues-Players-2020-2021+column_20,xGoalsPer90Min,xGoalsPer90Min
soccer-big5Leagues-Players-2020-2021,column_21,soccer-big5Leagues-Players-2020-2021+column_21,nonPenaltyXGoalsPer90Min,nonPenaltyXGoalsPer90Min
soccer-big5Leagues-Players-2020-2021,column_22,soccer-big5Leagues-Players-2020-2021+column_22,xAssistsPer90Min,xAssistsPer90Min
soccer-big5Leagues-Players-2020-2021,column_23,soccer-big5Leagues-Players-2020-2021+column_23,nonPenaltyXGoalsPlusAssists,nonPenaltyXGoalsPlusAssists
soccer-germany-Players-2001-2002,column_3,soccer-germany-Players-2001-2002+column_3,age,None
soccer-germany-Players-2001-2002,column_4,soccer-germany-Players-2001-2002+column_4,gamesPlayed,gamesPlayed
soccer-germany-Players-2001-2002,column_5,soccer-germany-Players-2001-2002+column_5,gamesPlayed,None
soccer-germany-Players-2001-2002,column_6,soccer-germany-Players-2001-2002+column_6,minutesPlayed,minutesPlayed
soccer-germany-Players-2001-2002,column_8,soccer-germany-Players-2001-2002+column_8,goals,goals
soccer-germany-Players-2001-2002,column_9,soccer-germany-Players-2001-2002+column_9,assists,assists
soccer-germany-Players-2001-2002,column_10,soccer-germany-Players-2001-2002+column_10,goals,goals
soccer-germany-Players-2001-2002,column_11,soccer-germany-Players-2001-2002+column_11,penaltiesScored,penaltiesScored
soccer-germany-Players-2001-2002,column_13,soccer-germany-Players-2001-2002+column_13,yellowCards,yellowCards
soccer-germany-Players-2001-2002,column_14,soccer-germany-Players-2001-2002+column_14,redCards,redCards
soccer-germany-Players-2001-2002,column_19,soccer-germany-Players-2001-2002+column_19,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2021-2022,column_3,soccer-big5Leagues-Players-2021-2022+column_3,age,None
soccer-big5Leagues-Players-2021-2022,column_4,soccer-big5Leagues-Players-2021-2022+column_4,gamesPlayed,None
soccer-big5Leagues-Players-2021-2022,column_5,soccer-big5Leagues-Players-2021-2022+column_5,gamesPlayed,None
soccer-big5Leagues-Players-2021-2022,column_6,soccer-big5Leagues-Players-2021-2022+column_6,minutesPlayed,minutesPlayed
soccer-big5Leagues-Players-2021-2022,column_8,soccer-big5Leagues-Players-2021-2022+column_8,goals,goals
soccer-big5Leagues-Players-2021-2022,column_9,soccer-big5Leagues-Players-2021-2022+column_9,assists,assists
soccer-big5Leagues-Players-2021-2022,column_10,soccer-big5Leagues-Players-2021-2022+column_10,goals,goals
soccer-big5Leagues-Players-2021-2022,column_11,soccer-big5Leagues-Players-2021-2022+column_11,penaltiesScored,penaltiesScored
soccer-big5Leagues-Players-2021-2022,column_12,soccer-big5Leagues-Players-2021-2022+column_12,penaltiesAttempted,penaltiesScored
soccer-big5Leagues-Players-2021-2022,column_13,soccer-big5Leagues-Players-2021-2022+column_13,yellowCards,yellowCards
soccer-big5Leagues-Players-2021-2022,column_17,soccer-big5Leagues-Players-2021-2022+column_17,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2021-2022,column_19,soccer-big5Leagues-Players-2021-2022+column_19,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2021-2022,column_22,soccer-big5Leagues-Players-2021-2022+column_22,xAssistsPer90Min,xAssistsPer90Min
soccer-big5Leagues-Players-2021-2022,column_23,soccer-big5Leagues-Players-2021-2022+column_23,nonPenaltyXGoalsPlusAssists,nonPenaltyXGoalsPlusAssists
soccer-big5Leagues-Players-2021-2022,column_26,soccer-big5Leagues-Players-2021-2022+column_26,xGoalsPlusAssistsPer90Min,xGoalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2012-2013,column_3,soccer-big5Leagues-Players-2012-2013+column_3,age,age
soccer-big5Leagues-Players-2012-2013,column_6,soccer-big5Leagues-Players-2012-2013+column_6,minutesPlayed,minutesPlayed
soccer-big5Leagues-Players-2012-2013,column_8,soccer-big5Leagues-Players-2012-2013+column_8,goals,goals
soccer-big5Leagues-Players-2012-2013,column_9,soccer-big5Leagues-Players-2012-2013+column_9,assists,assists
soccer-big5Leagues-Players-2012-2013,column_10,soccer-big5Leagues-Players-2012-2013+column_10,goals,goals
soccer-big5Leagues-Players-2012-2013,column_11,soccer-big5Leagues-Players-2012-2013+column_11,penaltiesScored,penaltiesScored
soccer-big5Leagues-Players-2012-2013,column_12,soccer-big5Leagues-Players-2012-2013+column_12,penaltiesAttempted,penaltiesScored
soccer-big5Leagues-Players-2012-2013,column_13,soccer-big5Leagues-Players-2012-2013+column_13,yellowCards,yellowCards
soccer-big5Leagues-Players-2012-2013,column_14,soccer-big5Leagues-Players-2012-2013+column_14,redCards,redCards
soccer-big5Leagues-Players-2012-2013,column_17,soccer-big5Leagues-Players-2012-2013+column_17,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2012-2013,column_19,soccer-big5Leagues-Players-2012-2013+column_19,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2011-2012,column_4,soccer-big5Leagues-Players-2011-2012+column_4,gamesPlayed,None
soccer-big5Leagues-Players-2011-2012,column_6,soccer-big5Leagues-Players-2011-2012+column_6,minutesPlayed,minutesPlayed
soccer-big5Leagues-Players-2011-2012,column_7,soccer-big5Leagues-Players-2011-2012+column_7,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2011-2012,column_9,soccer-big5Leagues-Players-2011-2012+column_9,assists,assists
soccer-big5Leagues-Players-2011-2012,column_10,soccer-big5Leagues-Players-2011-2012+column_10,goals,goals
soccer-big5Leagues-Players-2011-2012,column_11,soccer-big5Leagues-Players-2011-2012+column_11,penaltiesScored,penaltiesScored
soccer-big5Leagues-Players-2011-2012,column_13,soccer-big5Leagues-Players-2011-2012+column_13,yellowCards,yellowCards
soccer-big5Leagues-Players-2011-2012,column_14,soccer-big5Leagues-Players-2011-2012+column_14,redCards,redCards
soccer-big5Leagues-Players-2011-2012,column_17,soccer-big5Leagues-Players-2011-2012+column_17,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2011-2012,column_19,soccer-big5Leagues-Players-2011-2012+column_19,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2000-2001,column_3,soccer-big5Leagues-Players-2000-2001+column_3,age,age
soccer-big5Leagues-Players-2000-2001,column_8,soccer-big5Leagues-Players-2000-2001+column_8,goals,goals
soccer-big5Leagues-Players-2000-2001,column_9,soccer-big5Leagues-Players-2000-2001+column_9,assists,assists
soccer-big5Leagues-Players-2000-2001,column_10,soccer-big5Leagues-Players-2000-2001+column_10,goals,goals
soccer-big5Leagues-Players-2000-2001,column_11,soccer-big5Leagues-Players-2000-2001+column_11,penaltiesScored,penaltiesScored
soccer-big5Leagues-Players-2000-2001,column_17,soccer-big5Leagues-Players-2000-2001+column_17,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2000-2001,column_19,soccer-big5Leagues-Players-2000-2001+column_19,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2001-2002,column_4,soccer-big5Leagues-Players-2001-2002+column_4,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2001-2002,column_5,soccer-big5Leagues-Players-2001-2002+column_5,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2001-2002,column_6,soccer-big5Leagues-Players-2001-2002+column_6,minutesPlayed,minutesPlayed
soccer-big5Leagues-Players-2001-2002,column_8,soccer-big5Leagues-Players-2001-2002+column_8,goals,goals
soccer-big5Leagues-Players-2001-2002,column_9,soccer-big5Leagues-Players-2001-2002+column_9,assists,assists
soccer-big5Leagues-Players-2001-2002,column_10,soccer-big5Leagues-Players-2001-2002+column_10,goals,goals
soccer-big5Leagues-Players-2001-2002,column_11,soccer-big5Leagues-Players-2001-2002+column_11,penaltiesScored,penaltiesAttempted
soccer-big5Leagues-Players-2001-2002,column_12,soccer-big5Leagues-Players-2001-2002+column_12,penaltiesAttempted,penaltiesScored
soccer-big5Leagues-Players-2001-2002,column_13,soccer-big5Leagues-Players-2001-2002+column_13,yellowCards,yellowCards
soccer-big5Leagues-Players-2001-2002,column_17,soccer-big5Leagues-Players-2001-2002+column_17,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2002-2003,column_6,soccer-big5Leagues-Players-2002-2003+column_6,minutesPlayed,minutesPlayed
soccer-big5Leagues-Players-2002-2003,column_7,soccer-big5Leagues-Players-2002-2003+column_7,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2002-2003,column_8,soccer-big5Leagues-Players-2002-2003+column_8,goals,goals
soccer-big5Leagues-Players-2002-2003,column_9,soccer-big5Leagues-Players-2002-2003+column_9,assists,assists
soccer-big5Leagues-Players-2002-2003,column_11,soccer-big5Leagues-Players-2002-2003+column_11,penaltiesScored,penaltiesScored
soccer-big5Leagues-Players-2002-2003,column_12,soccer-big5Leagues-Players-2002-2003+column_12,penaltiesAttempted,penaltiesAttempted
soccer-big5Leagues-Players-2002-2003,column_13,soccer-big5Leagues-Players-2002-2003+column_13,yellowCards,yellowCards
soccer-big5Leagues-Players-2002-2003,column_14,soccer-big5Leagues-Players-2002-2003+column_14,redCards,redCards
soccer-big5Leagues-Players-2002-2003,column_17,soccer-big5Leagues-Players-2002-2003+column_17,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2002-2003,column_19,soccer-big5Leagues-Players-2002-2003+column_19,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2003-2004,column_4,soccer-big5Leagues-Players-2003-2004+column_4,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2003-2004,column_6,soccer-big5Leagues-Players-2003-2004+column_6,minutesPlayed,minutesPlayed
soccer-big5Leagues-Players-2003-2004,column_7,soccer-big5Leagues-Players-2003-2004+column_7,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2003-2004,column_8,soccer-big5Leagues-Players-2003-2004+column_8,goals,goals
soccer-big5Leagues-Players-2003-2004,column_9,soccer-big5Leagues-Players-2003-2004+column_9,assists,assists
soccer-big5Leagues-Players-2003-2004,column_10,soccer-big5Leagues-Players-2003-2004+column_10,goals,goals
soccer-big5Leagues-Players-2003-2004,column_11,soccer-big5Leagues-Players-2003-2004+column_11,penaltiesScored,penaltiesScored
soccer-big5Leagues-Players-2003-2004,column_12,soccer-big5Leagues-Players-2003-2004+column_12,penaltiesAttempted,penaltiesAttempted
soccer-big5Leagues-Players-2003-2004,column_13,soccer-big5Leagues-Players-2003-2004+column_13,yellowCards,yellowCards
soccer-big5Leagues-Players-2003-2004,column_14,soccer-big5Leagues-Players-2003-2004+column_14,redCards,redCards
soccer-big5Leagues-Players-2003-2004,column_17,soccer-big5Leagues-Players-2003-2004+column_17,goalsPlusAssistsPer90Min,goalsPlusAssistsPer90Min
soccer-big5Leagues-Players-2004-2005,column_4,soccer-big5Leagues-Players-2004-2005+column_4,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2004-2005,column_5,soccer-big5Leagues-Players-2004-2005+column_5,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2004-2005,column_6,soccer-big5Leagues-Players-2004-2005+column_6,minutesPlayed,minutesPlayed
soccer-big5Leagues-Players-2004-2005,column_7,soccer-big5Leagues-Players-2004-2005+column_7,gamesPlayed,gamesPlayed
soccer-big5Leagues-Players-2004-2005,column_8,soccer-big5Leagues-Players-2004-2005+column_8,goals,goals
soccer-big5Leagues-Players-2004-2005,column_9,soccer-big5Leagues-Players-2004-2005+column_9,assists,assists
soccer-big5Leagues-Players-2004-2005,column_11,soccer-big5Leagues-Players-2004-2005+column_11,penaltiesScored,penaltiesAttempted
soccer-big5Leagues-Players-2004-2005,column_12,soccer-big5Leagues-Players-2004-2005+column_12,penaltiesAttempted,penaltiesScored
