table,column,dataset_id,predicted_semantic_type
MLB_33,column_0,MLB_33+column_0,AB
MLB_33,column_45,MLB_33+column_45,X2B
MLB_34,column_57,MLB_34+column_57,year
MLB_34,column_44,MLB_34+column_44,X1B
MLB_34,column_45,MLB_34+column_45,X2B
MLB_35,column_57,MLB_35+column_57,year
MLB_35,column_0,MLB_35+column_0,AB
MLB_35,column_44,MLB_35+column_44,X1B
MLB_35,column_45,MLB_35+column_45,X2B
MLB_36,column_57,MLB_36+column_57,year
MLB_36,column_0,MLB_36+column_0,AB
MLB_36,column_44,MLB_36+column_44,X1B
MLB_36,column_45,MLB_36+column_45,X2B
MLB_37,column_57,MLB_37+column_57,year
MLB_37,column_0,MLB_37+column_0,AB
MLB_37,column_44,MLB_37+column_44,X1B
MLB_37,column_45,MLB_37+column_45,X2B
MLB_4,column_22,MLB_4+column_22,year
MLB_40,column_11,MLB_40+column_11,GIDP
MLB_42,column_41,MLB_42+column_41,X1B
MLB_43,column_41,MLB_43+column_41,X1B
MLB_44,column_55,MLB_44+column_55,year
MLB_44,column_41,MLB_44+column_41,X1B
MLB_49,column_59,MLB_49+column_59,year
MLB_5,column_27,MLB_5+column_27,year
MLB_50,column_59,MLB_50+column_59,year
MLB_51,column_59,MLB_51+column_59,year
MLB_52,column_15,MLB_52+column_15,year
MLB_53,column_21,MLB_53+column_21,HR
MLB_53,column_42,MLB_53+column_42,SO
MLB_53,column_47,MLB_53+column_47,TB
MLB_54,column_9,MLB_54+column_9,CS
MLB_54,column_21,MLB_54+column_21,HR
MLB_54,column_36,MLB_54+column_36,SB
MLB_55,column_9,MLB_55+column_9,CS
MLB_55,column_42,MLB_55+column_42,SO
MLB_55,column_47,MLB_55+column_47,TB
MLB_56,column_9,MLB_56+column_9,CS
MLB_56,column_21,MLB_56+column_21,HR
MLB_57,column_22,MLB_57+column_22,year
MLB_58,column_10,MLB_58+column_10,CS
MLB_58,column_23,MLB_58+column_23,H
MLB_58,column_35,MLB_58+column_35,R
MLB_58,column_39,MLB_58+column_39,SH
MLB_58,column_53,MLB_58+column_53,X3B
MLB_59,column_10,MLB_59+column_10,CS
MLB_59,column_23,MLB_59+column_23,H
MLB_59,column_38,MLB_59+column_38,SF
MLB_60,column_10,MLB_60+column_10,CS
MLB_60,column_38,MLB_60+column_38,SF
MLB_61,column_10,MLB_61+column_10,CS
MLB_61,column_35,MLB_61+column_35,R
MLB_61,column_39,MLB_61+column_39,SH
MLB_61,column_53,MLB_61+column_53,X3B
MLB_62,column_23,MLB_62+column_23,H
MLB_62,column_35,MLB_62+column_35,R
MLB_62,column_38,MLB_62+column_38,SF
MLB_62,column_53,MLB_62+column_53,X3B
MLB_63,column_0,MLB_63+column_0,AB
MLB_63,column_35,MLB_63+column_35,SB
MLB_65,column_35,MLB_65+column_35,SB
MLB_67,column_22,MLB_67+column_22,year
MLB_7,column_37,MLB_7+column_37,year
MLB_8,column_37,MLB_8+column_37,year
MLB_8,column_8,MLB_8+column_8,GIDP
MLB_9,column_8,MLB_9+column_8,GIDP
Romance_1,column_5,Romance_1+column_5,TB
Romance_1,column_7,Romance_1+column_7,longitude
Rentabilidad_1,column_53,Rentabilidad_1+column_53,latitude
Rentabilidad_3,column_53,Rentabilidad_3+column_53,latitude
Rentabilidad_4,column_53,Rentabilidad_4+column_53,latitude
Rentabilidad_5,column_53,Rentabilidad_5+column_53,latitude
Rentabilidad_6,column_53,Rentabilidad_6+column_53,latitude
Rentabilidad_8,column_53,Rentabilidad_8+column_53,latitude
TableroSistemaPenal_7,column_18,TableroSistemaPenal_7+column_18,longitude
